STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hazard,Hazard class,wst_oper,Waste management operations,waste,Waste categories,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,SE,Sweden,2016,,109902,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,SE,Sweden,2018,,403770,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,SE,Sweden,2020,,285101,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,SE,Sweden,2022,,522889,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,UK,United Kingdom,2010,,124219,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,UK,United Kingdom,2012,,111958,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,UK,United Kingdom,2014,,102777,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,UK,United Kingdom,2016,,34174,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),TOTAL,Total waste,UK,United Kingdom,2018,,22624,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2010,,9500261,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2012,,9687326,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2014,,9641160,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2016,,9843189,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2018,,10137059,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2020,,9334607,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2022,,9490852,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2010,,237150,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2012,,505973,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2014,,312465,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2016,,514749,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2018,,1410674,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2020,,741650,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2022,,930609,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2010,,1618549,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2012,,1612927,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2014,,1658969,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2016,,1570261,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2018,,1629967,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2020,,1560107,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2022,,1662567,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2010,,286443,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2012,,285278,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2014,,169314,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2016,,112860,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2018,,222509,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2020,,204088,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2022,,845558,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2010,,3415081,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2012,,3475951,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2014,,2366474,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2016,,2229863,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2018,,3349096,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2020,,2111149,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2022,,2416100,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2010,,2290586,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2012,,2585906,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,HAZ,Hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2014,,2521121,,,,,
